Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,Senior
27,Male,3,Data Scientist,2,115000,Australia,White,0
29,Female,1,Software Engineer,4,140000,China,Chinese,0
34,Male,1,Product Manager,9,185000,Canada,White,0
25,Female,2,Data Analyst,1,100000,China,Korean,0
33,Male,3,Data Scientist,8,190000,UK,Mixed,0
31,Female,1,Software Engineer,6,155000,USA,White,0
28,Male,2,Product Manager,3,130000,Australia,White,0
30,Female,1,Data Analyst,5,145000,USA,Hispanic,0
27,Male,3,Data Scientist,2,115000,UK,Welsh,0
29,Female,1,Software Engineer,4,140000,Canada,Asian,0
34,Male,1,Product Manager,9,185000,Australia,Australian,0
26,Male,1,Data Analyst,3,130000,Australia,Australian,0
29,Female,2,Data Scientist,6,180000,UK,Asian,0
32,Male,1,Software Engineer,8,190000,Australia,White,0
27,Female,1,Product Manager,4,150000,UK,Welsh,0
24,Male,1,Data Analyst,1,90000,China,Chinese,0
31,Female,2,Data Scientist,9,195000,UK,Asian,0
28,Male,1,Software Engineer,5,160000,China,White,0
33,Female,2,Product Manager,11,198000,USA,African American,0
25,Male,1,Data Analyst,2,110000,USA,Hispanic,0
30,Female,3,Data Scientist,7,185000,China,Korean,0
27,Male,1,Software Engineer,4,140000,UK,Mixed,0
34,Female,2,Product Manager,12,196000,China,Chinese,0
23,Male,1,Data Analyst,1,95000,China,Korean,0
32,Female,3,Data Scientist,10,193000,Australia,White,0
29,Male,1,Software Engineer,6,175000,Australia,White,0
30,Female,1,Product Manager,5,160000,Australia,White,0
26,Male,1,Data Analyst,3,130000,Canada,Black,0
31,Female,2,Data Scientist,6,180000,China,Korean,0
28,Male,1,Software Engineer,5,160000,USA,African American,0
33,Female,2,Product Manager,11,198000,UK,Mixed,0
24,Male,1,Data Analyst,1,90000,China,White,0
30,Female,3,Data Scientist,7,185000,Canada,White,0
27,Male,1,Software Engineer,4,140000,Canada,Black,0
34,Female,2,Product Manager,12,196000,Canada,White,0
25,Male,1,Data Analyst,2,110000,China,Chinese,0
29,Female,2,Data Scientist,6,180000,USA,White,0
32,Male,1,Software Engineer,8,190000,Australia,White,0
27,Female,1,Product Manager,4,150000,China,White,0
31,Male,1,Data Analyst,9,195000,China,Korean,0
28,Female,1,Software Engineer,5,160000,Australia,Asian,0
33,Male,2,Product Manager,11,198000,UK,White,0
26,Female,1,Data Analyst,3,130000,Australia,White,0
30,Male,3,Data Scientist,7,185000,USA,African American,0
27,Female,1,Software Engineer,4,140000,UK,Welsh,0
34,Male,2,Product Manager,12,196000,China,Korean,0
25,Female,1,Data Analyst,2,110000,China,Korean,0
32,Male,1,Software Engineer,8,190000,UK,Asian,0
29,Female,2,Data Scientist,6,180000,USA,White,0
30,Male,1,Data Analyst,5,160000,USA,African American,0
33,Female,2,Product Manager,11,198000,USA,White,0
24,Male,1,Data Analyst,1,90000,USA,African American,0
31,Female,3,Data Scientist,9,195000,Australia,White,0
28,Male,1,Software Engineer,5,160000,Australia,Asian,0
27,Female,1,Product Manager,4,150000,UK,White,0
26,Male,1,Data Analyst,3,130000,Canada,White,0
29,Female,2,Data Scientist,6,180000,Canada,White,0
32,Male,1,Software Engineer,8,190000,China,White,0
33,Female,2,Product Manager,11,198000,UK,White,0
25,Male,1,Data Analyst,2,110000,Australia,White,0
30,Female,3,Data Scientist,7,185000,USA,Asian,0
27,Male,1,Software Engineer,4,140000,China,Chinese,0
34,Female,2,Product Manager,12,196000,UK,Mixed,0
31,Male,1,Data Analyst,9,195000,Canada,Asian,0
28,Female,1,Software Engineer,5,160000,China,White,0
26,Male,1,Data Analyst,3,130000,Australia,Australian,0
29,Female,2,Data Scientist,6,180000,China,White,0
32,Male,1,Software Engineer,8,190000,Australia,Australian,0
33,Female,2,Product Manager,11,198000,Australia,Australian,0
24,Male,1,Data Analyst,1,90000,China,White,0
27,Male,1,Software Engineer,4,140000,Australia,Asian,0
25,Female,1,Data Analyst,2,110000,Australia,White,0
30,Female,3,Data Scientist,7,185000,USA,Asian,0
31,Male,1,Data Analyst,9,195000,UK,Asian,0
28,Female,1,Software Engineer,5,160000,Canada,Asian,0
26,Male,1,Data Analyst,3,130000,Canada,White,0
29,Female,2,Data Scientist,6,180000,USA,Hispanic,0
32,Male,1,Software Engineer,8,190000,Australia,Australian,0
33,Female,2,Product Manager,11,198000,Canada,Asian,0
24,Male,1,Data Analyst,1,90000,UK,Welsh,0
27,Male,1,Software Engineer,4,140000,USA,Hispanic,0
25,Female,1,Data Analyst,2,110000,USA,African American,0
30,Female,3,Data Scientist,7,185000,Australia,Asian,0
31,Male,1,Data Analyst,9,195000,China,Chinese,0
28,Female,1,Software Engineer,5,160000,Canada,Asian,0
26,Male,1,Data Analyst,3,130000,UK,Asian,0
29,Female,2,Data Scientist,6,180000,Canada,Asian,0
32,Male,1,Software Engineer,8,190000,China,White,0
33,Female,2,Product Manager,11,198000,Canada,White,0
24,Male,1,Data Analyst,1,90000,China,Korean,0
27,Male,1,Software Engineer,4,140000,China,Korean,0
25,Female,1,Data Analyst,2,110000,USA,Hispanic,0
30,Female,3,Data Scientist,7,185000,USA,Hispanic,0
31,Male,1,Data Analyst,9,195000,UK,Asian,0
28,Female,1,Software Engineer,5,160000,Australia,Asian,0
26,Male,1,Data Analyst,3,130000,Australia,Australian,0
29,Female,2,Data Scientist,6,180000,Australia,Asian,0
32,Male,1,Software Engineer,8,190000,Australia,Asian,0
33,Female,2,Product Manager,11,198000,China,White,0
24,Male,1,Data Analyst,1,90000,Canada,White,0
27,Male,1,Software Engineer,4,140000,USA,White,0
25,Male,1,Data Analyst,2,125000,UK,White,0
28,Female,2,Data Scientist,6,175000,Canada,Asian,0
30,Male,1,Software Engineer,8,190000,UK,White,0
27,Female,1,Product Manager,4,150000,UK,Welsh,0
24,Male,1,Data Analyst,1,95000,UK,Mixed,0
31,Male,2,Data Scientist,9,195000,Canada,White,0
28,Male,1,Software Engineer,5,160000,USA,African American,0
33,Female,2,Product Manager,11,198000,Australia,White,0
26,Male,1,Data Analyst,3,130000,Canada,Asian,0
30,Female,3,Data Scientist,7,185000,China,Chinese,0
27,Male,1,Software Engineer,4,140000,Australia,White,0
34,Female,2,Product Manager,12,196000,UK,Asian,0
23,Male,1,Data Analyst,1,90000,Canada,Asian,0
32,Female,3,Data Scientist,10,193000,Canada,Black,0
29,Male,1,Software Engineer,6,170000,USA,Hispanic,0
30,Female,1,Product Manager,5,160000,China,White,0
26,Male,1,Data Analyst,3,135000,Canada,Asian,0
31,Female,2,Data Scientist,6,180000,Canada,White,0
28,Male,1,Software Engineer,5,160000,UK,Mixed,0
33,Female,2,Product Manager,11,198000,Canada,Black,0
24,Male,1,Data Analyst,1,90000,Australia,White,0
30,Female,3,Data Scientist,7,185000,China,Korean,0
27,Male,1,Software Engineer,4,140000,Australia,Australian,0
34,Female,2,Product Manager,12,196000,USA,Asian,0
25,Male,1,Data Analyst,2,115000,China,Korean,0
29,Female,2,Data Scientist,6,180000,Canada,Asian,0
32,Male,1,Software Engineer,8,190000,China,Korean,0
27,Female,1,Product Manager,4,150000,USA,African American,0
31,Male,1,Data Analyst,9,195000,UK,Asian,0
28,Female,1,Software Engineer,5,160000,UK,Asian,0
33,Male,2,Product Manager,11,198000,UK,Mixed,0
26,Female,1,Data Analyst,3,130000,Canada,Asian,0
30,Male,3,Data Scientist,7,185000,UK,Welsh,0
27,Female,1,Software Engineer,4,140000,Canada,White,0
34,Male,2,Product Manager,12,196000,China,Korean,0
25,Female,1,Data Analyst,2,110000,Australia,Asian,0
32,Male,1,Software Engineer,8,190000,Canada,Black,0
29,Female,2,Data Scientist,6,180000,China,White,0
30,Male,1,Data Analyst,5,160000,China,Chinese,0
33,Female,2,Product Manager,11,198000,UK,Welsh,0
24,Male,1,Data Analyst,1,90000,Canada,Asian,0
31,Female,3,Data Scientist,9,195000,Australia,Asian,0
28,Male,1,Software Engineer,5,160000,Canada,Black,0
27,Female,1,Product Manager,4,150000,USA,Asian,0
26,Male,1,Data Analyst,3,130000,Canada,Black,0
29,Female,2,Data Scientist,6,180000,Canada,Black,0
32,Male,1,Software Engineer,8,190000,UK,White,0
33,Female,2,Product Manager,11,198000,USA,African American,0
25,Male,1,Data Analyst,2,110000,UK,Welsh,0
30,Female,3,Data Scientist,7,185000,UK,White,0
27,Male,1,Software Engineer,4,140000,Canada,White,0
34,Female,2,Product Manager,12,196000,UK,Welsh,0
31,Male,1,Data Analyst,9,195000,China,Chinese,0
28,Female,1,Software Engineer,5,160000,Canada,Black,0
26,Male,1,Data Analyst,3,130000,China,Korean,0
29,Female,2,Data Scientist,6,180000,Canada,Black,0
32,Male,1,Software Engineer,8,190000,Canada,White,0
33,Female,2,Product Manager,11,198000,UK,Asian,0
24,Male,1,Data Analyst,1,90000,China,Korean,0
27,Male,1,Software Engineer,4,140000,Canada,Black,0
25,Female,1,Data Analyst,2,110000,UK,White,0
30,Female,3,Data Scientist,7,185000,Australia,Asian,0
31,Male,1,Data Analyst,9,195000,USA,Hispanic,0
28,Female,1,Software Engineer,5,160000,Australia,Australian,0
26,Male,1,Data Analyst,3,130000,Australia,Asian,0
29,Female,2,Data Scientist,6,180000,Canada,Asian,0
32,Male,1,Software Engineer,8,190000,UK,Asian,0
33,Female,2,Product Manager,11,198000,UK,Welsh,0
24,Male,1,Data Analyst,1,90000,Canada,Black,0
27,Male,1,Software Engineer,4,140000,Canada,Black,0
25,Female,1,Data Analyst,2,110000,Australia,White,0
30,Female,3,Data Scientist,7,185000,USA,White,0
31,Male,1,Data Analyst,9,195000,China,Korean,0
28,Female,1,Software Engineer,5,160000,Canada,White,0
26,Male,1,Data Analyst,3,130000,China,White,0
29,Female,2,Data Scientist,6,180000,Australia,Asian,0
32,Male,1,Software Engineer,8,190000,USA,African American,0
33,Female,2,Product Manager,11,198000,USA,Hispanic,0
24,Male,1,Data Analyst,1,90000,Australia,White,0
27,Male,1,Software Engineer,4,140000,USA,Asian,0
23,Male,1,Data Analyst,1,90000,USA,White,0
27,Female,2,Data Scientist,4,150000,Canada,Asian,0
32,Male,1,Software Engineer,8,190000,China,White,0
24,Female,1,Product Manager,3,125000,Australia,Australian,0
25,Male,1,Data Analyst,2,110000,China,Chinese,0
31,Male,2,Data Scientist,7,180000,USA,Hispanic,0
28,Male,1,Software Engineer,5,160000,UK,Asian,0
33,Female,2,Product Manager,10,195000,China,Korean,0
26,Male,1,Data Analyst,3,130000,UK,Welsh,0
30,Female,3,Data Scientist,6,170000,Canada,White,0
27,Male,1,Software Engineer,4,140000,USA,Asian,0
34,Female,2,Product Manager,11,196000,Australia,Australian,0
23,Male,1,Data Analyst,1,92000,Canada,Asian,0
32,Female,3,Data Scientist,9,195000,Australia,Australian,0
29,Male,1,Software Engineer,6,170000,UK,Mixed,0
30,Female,1,Product Manager,5,160000,Canada,Asian,0
26,Male,1,Data Analyst,3,135000,UK,White,0
31,Female,2,Data Scientist,6,180000,China,Korean,0
28,Male,1,Software Engineer,5,165000,Canada,Asian,0
33,Female,2,Product Manager,11,198000,Australia,Australian,0
24,Male,1,Data Analyst,1,95000,UK,Asian,0
30,Female,3,Data Scientist,7,185000,USA,African American,0
27,Male,1,Software Engineer,4,140000,USA,African American,0
34,Female,2,Product Manager,12,196000,Australia,Australian,0
25,Male,1,Data Analyst,2,115000,USA,Asian,0
29,Female,2,Data Scientist,6,180000,Canada,White,0
32,Male,1,Software Engineer,8,190000,Canada,Asian,0
27,Female,1,Product Manager,4,150000,USA,Asian,0
31,Male,1,Data Analyst,9,195000,USA,Asian,0
28,Female,1,Software Engineer,5,160000,Australia,White,0
33,Male,2,Product Manager,11,198000,China,Korean,0
26,Female,1,Data Analyst,3,130000,Australia,Asian,0
30,Male,3,Data Scientist,7,185000,UK,Welsh,0
27,Female,1,Software Engineer,4,140000,Australia,Asian,0
34,Male,2,Product Manager,12,196000,Canada,Asian,0
25,Female,1,Data Analyst,2,110000,Canada,White,0
32,Male,1,Software Engineer,8,190000,Australia,Asian,0
29,Female,2,Data Scientist,6,180000,USA,Hispanic,0
30,Male,1,Data Analyst,5,160000,UK,White,0
33,Female,2,Product Manager,11,198000,UK,Mixed,0
24,Male,1,Data Analyst,1,90000,China,White,0
31,Female,3,Data Scientist,9,195000,USA,Hispanic,0
28,Male,1,Software Engineer,5,160000,Canada,White,0
27,Female,1,Product Manager,4,150000,China,Korean,0
26,Male,1,Data Analyst,3,130000,USA,Asian,0
29,Female,2,Data Scientist,6,180000,China,Korean,0
32,Male,1,Software Engineer,8,190000,USA,Hispanic,0
33,Female,2,Product Manager,11,198000,USA,Hispanic,0
25,Male,1,Data Analyst,2,110000,Australia,White,0
30,Female,3,Data Scientist,7,185000,Canada,Asian,0
27,Male,1,Software Engineer,4,140000,USA,White,0
34,Female,2,Product Manager,12,196000,USA,Asian,0
31,Male,1,Data Analyst,9,195000,Canada,Asian,0
28,Female,1,Software Engineer,5,160000,UK,Mixed,0
26,Male,1,Data Analyst,3,130000,Australia,Australian,0
29,Female,2,Data Scientist,6,180000,Australia,Asian,0
32,Male,1,Software Engineer,8,190000,UK,Asian,0
33,Female,2,Product Manager,11,198000,USA,Asian,0
24,Male,1,Data Analyst,1,90000,Australia,White,0
27,Male,1,Software Engineer,4,140000,China,Chinese,0
25,Female,1,Data Analyst,2,110000,Australia,White,0
30,Female,3,Data Scientist,7,185000,Canada,Black,0
31,Male,1,Data Analyst,9,195000,Canada,Black,0
28,Female,1,Software Engineer,5,160000,Canada,Asian,0
26,Male,1,Data Analyst,3,130000,USA,Asian,0
29,Female,2,Data Scientist,6,180000,Australia,Asian,0
32,Male,1,Software Engineer,8,190000,USA,Asian,0
33,Female,2,Product Manager,11,198000,USA,White,0
24,Male,1,Data Analyst,1,90000,Australia,Asian,0
27,Male,1,Software Engineer,4,140000,UK,Welsh,0
25,Female,1,Data Analyst,2,110000,Australia,Australian,0
30,Female,3,Data Scientist,7,185000,UK,Mixed,0
31,Male,1,Data Analyst,9,195000,UK,Welsh,0
28,Female,1,Software Engineer,5,160000,China,Korean,0
26,Male,1,Data Analyst,3,130000,China,Chinese,0
29,Female,2,Data Scientist,6,180000,Australia,Asian,0
32,Male,1,Software Engineer,8,190000,UK,White,0
33,Female,2,Product Manager,11,198000,China,Korean,0
24,Male,1,Data Analyst,1,90000,China,Chinese,0
27,Male,1,Software Engineer,4,140000,Canada,Asian,0
25,Female,1,Data Analyst,2,110000,Canada,White,0
30,Female,3,Data Scientist,7,185000,Canada,Asian,0
31,Male,1,Data Analyst,9,195000,USA,White,0
28,Female,1,Software Engineer,5,160000,UK,Asian,0
26,Male,1,Data Analyst,3,130000,Canada,Asian,0
29,Female,2,Data Scientist,6,180000,Australia,White,0
32,Male,1,Software Engineer,8,190000,UK,Asian,0
33,Female,2,Product Manager,11,198000,China,Chinese,0
24,Male,1,Data Analyst,1,90000,China,White,0
27,Male,1,Software Engineer,4,140000,China,Korean,0
25,Female,1,Data Analyst,2,110000,Australia,Asian,0
30,Female,3,Data Scientist,7,185000,China,Chinese,0
31,Male,1,Data Analyst,9,195000,Canada,White,0
28,Female,1,Software Engineer,5,160000,USA,White,0
26,Male,1,Data Analyst,3,130000,Canada,Black,0
29,Female,2,Data Scientist,6,180000,Canada,Black,0
32,Male,1,Software Engineer,8,190000,Canada,White,0
33,Female,2,Product Manager,11,198000,USA,White,0
24,Male,1,Data Analyst,1,90000,Australia,White,0
27,Male,1,Software Engineer,4,140000,China,Chinese,0
25,Female,1,Data Analyst,2,110000,USA,Asian,0
30,Female,3,Data Scientist,7,185000,UK,Asian,0
31,Male,1,Data Analyst,9,195000,USA,Hispanic,0
28,Female,1,Software Engineer,5,160000,USA,African American,0
26,Male,1,Data Analyst,3,130000,Australia,Australian,0
29,Female,2,Data Scientist,6,180000,USA,African American,0
32,Male,1,Software Engineer,8,190000,Australia,Asian,0
33,Female,2,Product Manager,11,198000,UK,White,0
24,Male,1,Data Analyst,1,90000,UK,White,0
27,Male,1,Software Engineer,4,140000,China,Korean,0
25,Female,1,Data Analyst,2,110000,UK,Welsh,0
30,Female,3,Data Scientist,7,185000,Australia,Australian,0
31,Male,1,Data Analyst,9,195000,Australia,Australian,0
28,Female,1,Software Engineer,5,160000,Australia,Asian,0
26,Male,1,Data Analyst,3,130000,USA,White,0
29,Female,2,Data Scientist,6,180000,USA,African American,0
32,Male,1,Software Engineer,8,190000,UK,Asian,0
33,Female,2,Product Manager,11,198000,Canada,Black,0
24,Male,1,Data Analyst,1,90000,China,Chinese,0
27,Male,1,Software Engineer,4,140000,Canada,White,0
25,Female,1,Data Analyst,2,110000,USA,Asian,0
30,Female,3,Data Scientist,7,185000,UK,Welsh,0
31,Male,1,Data Analyst,9,195000,Canada,White,0
28,Female,1,Software Engineer,5,160000,UK,Mixed,0
26,Male,1,Data Analyst,3,130000,China,White,0
29,Female,2,Data Scientist,6,180000,Australia,Australian,0
32,Male,1,Software Engineer,8,190000,UK,Mixed,0
33,Female,2,Product Manager,11,198000,USA,Asian,0
24,Male,1,Data Analyst,1,90000,China,Chinese,0
27,Male,1,Software Engineer,4,140000,UK,Mixed,0
25,Female,1,Data Analyst,2,110000,USA,African American,0
30,Female,3,Data Scientist,7,185000,China,Korean,0
31,Male,1,Data Analyst,9,195000,USA,Hispanic,0
28,Female,1,Software Engineer,5,160000,UK,Welsh,0
25,Male,1,Data Analyst,3,135000,Australia,Asian,0
32,Male,1,Software Engineer,8,190000,China,White,0
29,Female,2,Data Scientist,6,180000,UK,Welsh,0
30,Male,1,Data Analyst,5,160000,UK,Asian,0
24,Male,1,Data Analyst,1,95000,Australia,White,0
33,Female,2,Product Manager,11,196000,Australia,Australian,0
27,Male,1,Software Engineer,4,140000,UK,Mixed,0
26,Male,1,Data Analyst,3,130000,USA,African American,0
30,Female,3,Data Scientist,7,185000,UK,Mixed,0
31,Male,1,Data Analyst,9,195000,USA,White,0
28,Female,1,Software Engineer,5,160000,UK,White,0
26,Female,1,Data Analyst,3,130000,Canada,Asian,0
30,Male,3,Data Scientist,7,185000,Australia,Asian,0
27,Female,1,Product Manager,4,150000,Canada,Black,0
24,Male,1,Data Analyst,1,90000,UK,Asian,0
33,Male,2,Product Manager,11,198000,USA,African American,0
25,Male,1,Data Analyst,2,115000,USA,White,0
28,Male,1,Software Engineer,5,165000,China,Korean,0
26,Male,1,Data Analyst,3,130000,USA,Asian,0
29,Female,2,Data Scientist,6,180000,Canada,Asian,0
32,Male,1,Software Engineer,8,190000,UK,Asian,0
33,Female,2,Product Manager,11,198000,USA,Hispanic,0
27,Male,1,Software Engineer,4,140000,China,White,0
31,Female,2,Data Scientist,6,180000,Australia,Asian,0
30,Male,1,Data Analyst,5,160000,China,White,0
24,Male,1,Data Analyst,1,92000,China,White,0
28,Female,1,Software Engineer,5,160000,China,White,0
26,Male,1,Data Analyst,3,130000,Australia,Australian,0
32,Male,1,Software Engineer,8,190000,China,White,0
33,Female,2,Product Manager,11,198000,Australia,Asian,0
25,Male,1,Data Analyst,2,110000,USA,Hispanic,0
30,Female,3,Data Scientist,7,185000,UK,White,0
27,Male,1,Software Engineer,4,140000,China,Chinese,0
34,Female,2,Product Manager,12,196000,UK,Asian,0
31,Male,1,Data Analyst,9,195000,Australia,Asian,0
28,Female,1,Software Engineer,5,160000,China,Korean,0
26,Male,1,Data Analyst,3,130000,China,Korean,0
29,Female,2,Data Scientist,6,180000,UK,Asian,0
32,Male,1,Software Engineer,8,190000,China,Chinese,0
